transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,fraud_score,risk_level,flag_reasons,card_velocity_score,card_velocity_reason,merchant_burst_score,merchant_burst_reason,shared_device_ip_score,shared_device_ip_reason,is_flagged
tx_000388,2026-05-01 00:20:58,card_020,42.29,AliExpress,online_retail,online,US,CN,dev_2877f7d9,172.58.103.67,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000656,2026-05-01 01:11:23,card_035,21.07,Etsy,online_retail,online,CA,US,dev_37f4b88c,99.225.56.247,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000073,2026-05-01 01:11:32,card_003,43.21,Shopify Merchant 1,online_retail,online,CA,CA,dev_d52ac3b8,142.112.98.80,0,low,,0,,0,,0,,False
tx_000895,2026-05-01 02:00:31,card_048,80.0,Desjardins ATM,atm,atm,CA,CA,,,10,low,ATM transaction,0,,0,,0,,False
tx_000047,2026-05-01 02:43:54,card_002,19.99,Netflix,subscription,online,CA,US,dev_6200257c,142.112.246.238,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000460,2026-05-01 03:11:13,card_024,40.16,Loblaws,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000742,2026-05-01 03:14:35,card_040,9.99,Netflix,subscription,online,CA,US,dev_abd8db53,142.112.148.110,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000795,2026-05-01 03:21:06,card_042,17.35,Tim Hortons,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000692,2026-05-01 03:28:36,card_037,34.9,Shell,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000678,2026-05-01 04:01:50,card_036,49.9,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000185,2026-05-01 04:02:15,card_010,27.9,Cafe Olimpico,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000504,2026-05-01 06:30:33,card_027,14.91,Metro,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000887,2026-05-01 08:56:44,card_048,14.96,Amazon.com,online_retail,online,CA,US,dev_3bbcb503,142.112.231.220,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000501,2026-05-01 08:57:20,card_027,38.93,Esso,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000446,2026-05-01 09:10:15,card_024,61.85,Petro-Canada,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000657,2026-05-01 10:25:58,card_035,41.4,La Banquise,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000200,2026-05-01 11:01:15,card_010,31.84,Shell,gas,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000515,2026-05-01 11:10:35,card_027,7.24,Cineplex,entertainment,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000872,2026-05-01 11:22:25,card_047,13.11,Shopify Merchant 2,online_retail,online,CA,CA,dev_dcad83da,142.112.175.16,0,low,,0,,0,,0,,False
tx_000410,2026-05-01 11:27:55,card_021,37.43,Tim Hortons,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000219,2026-05-01 11:42:00,card_011,15.99,Disney+,subscription,online,CA,US,dev_7b8b43cb,24.114.141.165,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000084,2026-05-01 12:21:08,card_004,33.15,McDonald's,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000287,2026-05-01 14:35:22,card_015,10.04,Cafe Olimpico,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000694,2026-05-01 15:51:14,card_037,62.35,Loblaws,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000145,2026-05-01 17:15:56,card_008,19.72,Chevron,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000224,2026-05-01 18:17:52,card_012,20.39,Shopify Merchant 2,online_retail,online,CA,CA,dev_08e633ee,70.50.97.114,0,low,,0,,0,,0,,False
tx_000640,2026-05-01 18:19:20,card_034,15.17,Cineplex,entertainment,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000307,2026-05-01 19:08:41,card_016,31.21,Videotron,utilities,online,CA,CA,dev_bc979ff9,142.112.143.177,0,low,,0,,0,,0,,False
tx_000643,2026-05-01 20:28:51,card_034,19.99,Disney+,subscription,online,CA,US,dev_a9c78771,70.50.86.187,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000437,2026-05-01 20:45:43,card_023,2.82,Chevron,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000175,2026-05-01 21:07:10,card_009,32.16,AliExpress,online_retail,online,US,CN,dev_b62b3697,208.54.129.90,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000427,2026-05-01 21:59:21,card_023,4.34,AliExpress,online_retail,online,CA,CN,dev_72d3f36b,99.225.217.158,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000264,2026-05-01 22:04:24,card_014,150.51,Cafe Olimpico,restaurant,in_person,FR,FR,,,20,low,Amount is 8.2x this card's median,0,,0,,0,,False
tx_000028,2026-05-01 22:58:31,card_001,289.54,Shopify Merchant 1,online_retail,online,CA,CA,dev_8d790a73,142.112.12.122,20,low,Amount is 5.2x this card's median,0,,0,,0,,False
tx_000173,2026-05-01 23:24:03,card_009,10.85,Amazon.com,online_retail,online,US,US,dev_b62b3697,98.207.170.105,0,low,,0,,0,,0,,False
tx_000619,2026-05-02 01:32:38,card_033,35.68,La Banquise,restaurant,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000898,2026-05-02 01:37:03,card_048,42.09,McDonald's,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000642,2026-05-02 02:26:08,card_034,13.76,Amazon.com,online_retail,online,CA,US,dev_a9c78771,24.114.16.157,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000054,2026-05-02 03:25:31,card_002,25.92,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000495,2026-05-02 04:44:44,card_026,15.99,Disney+,subscription,online,US,US,dev_db3feacf,172.58.29.85,0,low,,0,,0,,0,,False
tx_000350,2026-05-02 05:10:50,card_019,9.99,Spotify,subscription,online,CA,SE,dev_95204a30,70.50.4.199,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000283,2026-05-02 05:56:09,card_015,104.78,Joe Beef,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000342,2026-05-02 06:24:38,card_018,60.0,Desjardins ATM,atm,atm,CA,CA,,,10,low,ATM transaction,0,,0,,0,,False
tx_000792,2026-05-02 06:34:52,card_042,24.86,Joe Beef,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000665,2026-05-02 06:48:36,card_036,20.0,BMO ATM,atm,atm,CA,CA,,,10,low,ATM transaction,0,,0,,0,,False
tx_000393,2026-05-02 06:55:50,card_021,27.82,Etsy,online_retail,online,CA,US,dev_f61b4d97,142.112.197.129,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000276,2026-05-02 07:32:05,card_014,22.75,Amazon.com,online_retail,online,FR,US,dev_415fec02,82.66.168.91,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000701,2026-05-02 08:30:19,card_037,180.46,Esso,gas,in_person,CA,CA,,,10,low,Amount is 3.4x this card's median,0,,0,,0,,False
tx_000505,2026-05-02 10:03:28,card_027,21.97,IGA,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000077,2026-05-02 11:09:56,card_004,65.41,Tim Hortons,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000129,2026-05-02 12:32:01,card_007,30.67,IGA,grocery,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000875,2026-05-02 13:50:52,card_047,19.73,Shopify Merchant 1,online_retail,online,CA,CA,dev_dcad83da,99.225.186.135,0,low,,0,,0,,0,,False
tx_000181,2026-05-02 14:17:52,card_009,28.11,McDonald's,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000249,2026-05-02 14:56:54,card_013,14.97,eBay,online_retail,online,CA,US,dev_e5c2222f,24.114.87.119,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000253,2026-05-02 15:31:58,card_013,65.47,Amazon.com,online_retail,online,CA,US,dev_e5c2222f,99.225.61.143,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000546,2026-05-02 16:22:37,card_029,18.18,Shell,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000768,2026-05-02 17:14:43,card_041,11.93,Whole Foods,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000257,2026-05-02 18:29:13,card_013,44.36,Amazon.com,online_retail,online,CA,US,dev_e5c2222f,99.225.69.114,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000243,2026-05-02 20:18:56,card_012,13.99,Etsy,online_retail,online,CA,US,dev_08e633ee,70.50.119.76,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000569,2026-05-02 22:58:15,card_030,27.16,Shopify Merchant 1,online_retail,online,DE,CA,dev_f7415d64,188.62.203.42,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000293,2026-05-02 23:32:10,card_015,34.75,Cafe Olimpico,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000108,2026-05-03 00:53:07,card_006,9.99,Spotify,subscription,online,CA,SE,dev_1321b774,142.112.197.86,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000285,2026-05-03 02:26:12,card_015,32.62,Starbucks,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000306,2026-05-03 04:44:53,card_016,15.99,Netflix,subscription,online,CA,US,dev_bc979ff9,70.50.168.216,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000681,2026-05-03 05:01:00,card_037,58.44,Shell,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000729,2026-05-03 05:15:15,card_039,15.36,Tim Hortons,restaurant,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000378,2026-05-03 05:53:17,card_020,21.77,Shell,gas,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000670,2026-05-03 06:52:29,card_036,78.69,AliExpress,online_retail,online,CA,CN,dev_b7bc6824,70.50.250.133,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000623,2026-05-03 08:54:44,card_033,32.7,McDonald's,restaurant,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000279,2026-05-03 09:25:58,card_015,113.81,Cafe Olimpico,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000595,2026-05-03 09:37:15,card_032,53.99,Hydro-Quebec,utilities,online,CA,CA,dev_52854151,24.114.114.21,0,low,,0,,0,,0,,False
tx_000716,2026-05-03 09:45:08,card_038,30.75,Tim Hortons,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000949,2026-05-03 10:58:00,card_042,1.4,Shopify Merchant 2,online_retail,online,US,CA,dev_c4fb137f,201.116.232.148,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000950,2026-05-03 11:01:01,card_042,4.48,AliExpress,online_retail,online,US,CN,dev_c4fb137f,201.116.232.148,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000951,2026-05-03 11:01:34,card_042,5.04,Shopify Merchant 1,online_retail,online,US,CA,dev_c4fb137f,201.116.232.148,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000953,2026-05-03 11:05:30,card_042,14.38,AliExpress,online_retail,online,US,CN,dev_c4fb137f,201.116.232.148,45,low,Merchant country differs from cardholder country; 4 transactions on same card within 10 minutes,30,4 transactions on same card within 10 minutes,0,,0,,False
tx_000952,2026-05-03 11:07:39,card_042,7.46,AliExpress,online_retail,online,US,CN,dev_c4fb137f,201.116.232.148,45,low,Merchant country differs from cardholder country; 5 transactions on same card within 10 minutes,30,5 transactions on same card within 10 minutes,0,,0,,False
tx_000955,2026-05-03 11:11:22,card_042,4.36,Shopify Merchant 1,online_retail,online,US,CA,dev_c4fb137f,201.116.232.148,45,low,Merchant country differs from cardholder country; 4 transactions on same card within 10 minutes,30,4 transactions on same card within 10 minutes,0,,0,,False
tx_000954,2026-05-03 11:15:14,card_042,14.27,QuickPay Online,online_retail,online,US,CA,dev_c4fb137f,201.116.232.148,45,low,Merchant country differs from cardholder country; 4 transactions on same card within 10 minutes,30,4 transactions on same card within 10 minutes,0,,0,,False
tx_000956,2026-05-03 11:20:20,card_042,2.97,Shopify Merchant 2,online_retail,online,US,CA,dev_c4fb137f,201.116.232.148,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000356,2026-05-03 12:36:53,card_019,497.46,Loblaws,grocery,in_person,CA,CA,,,35,low,Amount is 15.5x this card's median,0,,0,,0,,False
tx_000761,2026-05-03 12:38:15,card_041,43.26,Cineplex,entertainment,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000170,2026-05-03 13:56:49,card_009,6.47,Shopify Merchant 1,online_retail,online,US,CA,dev_b62b3697,98.207.109.62,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000116,2026-05-03 13:57:37,card_006,55.3,Shopify Merchant 2,online_retail,online,CA,CA,dev_1321b774,142.112.229.228,0,low,,0,,0,,0,,False
tx_000881,2026-05-03 14:25:38,card_047,90.73,Whole Foods,grocery,in_person,CA,CA,,,10,low,Amount is 4.0x this card's median,0,,0,,0,,False
tx_000822,2026-05-03 14:42:05,card_044,3.79,Provigo,grocery,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000815,2026-05-03 15:42:41,card_043,33.98,eBay,online_retail,online,CA,US,dev_c832252e,142.112.249.101,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000288,2026-05-03 16:31:07,card_015,140.74,Esso,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000524,2026-05-03 16:33:52,card_028,45.7,eBay,online_retail,online,CA,US,dev_bea30580,70.50.112.254,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000628,2026-05-03 18:06:33,card_034,28.47,Hydro-Quebec,utilities,online,CA,CA,dev_a0256e48,142.112.60.156,0,low,,0,,0,,0,,False
tx_000428,2026-05-03 18:25:12,card_023,39.21,Amazon.ca,online_retail,online,CA,CA,dev_72d3f36b,24.114.169.37,10,low,Amount is 3.5x this card's median,0,,0,,0,,False
tx_000489,2026-05-03 19:33:31,card_026,30.88,Starbucks,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000267,2026-05-03 19:46:48,card_014,8.1,eBay,online_retail,online,FR,US,dev_415fec02,176.158.184.142,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000780,2026-05-03 19:54:30,card_042,98.03,Tim Hortons,restaurant,in_person,US,US,,,20,low,Amount is 5.7x this card's median,0,,0,,0,,False
tx_000324,2026-05-03 20:42:20,card_017,194.41,Shopify Merchant 2,online_retail,online,CA,CA,dev_d0ff1fad,142.112.175.54,20,low,Amount is 8.9x this card's median,0,,0,,0,,False
tx_000534,2026-05-03 21:07:06,card_028,31.22,Etsy,online_retail,online,CA,US,dev_bea30580,24.114.191.109,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000218,2026-05-03 21:58:53,card_011,14.09,Bell Canada,utilities,online,CA,CA,dev_292af7e9,99.225.61.46,0,low,,0,,0,,0,,False
tx_000528,2026-05-03 22:28:50,card_028,58.1,Esso,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000099,2026-05-03 22:37:02,card_005,11.39,Amazon.com,online_retail,online,CA,US,dev_379050df,99.225.7.132,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000474,2026-05-04 01:03:02,card_025,10.31,Amazon.com,online_retail,online,CA,US,dev_d9156309,142.112.26.142,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000845,2026-05-04 02:47:30,card_045,29.37,Whole Foods,grocery,in_person,FR,FR,,,0,low,,0,,0,,0,,False
tx_000880,2026-05-04 03:10:13,card_047,46.05,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000085,2026-05-04 04:21:53,card_004,60.0,BMO ATM,atm,atm,CA,CA,,,10,low,ATM transaction,0,,0,,0,,False
tx_000566,2026-05-04 04:28:52,card_030,92.96,Cafe Olimpico,restaurant,in_person,DE,DE,,,0,low,,0,,0,,0,,False
tx_000045,2026-05-04 04:30:02,card_002,41.05,Chipotle,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000752,2026-05-04 04:31:07,card_040,128.75,Petro-Canada,gas,in_person,CA,CA,,,20,low,Amount is 6.4x this card's median,0,,0,,0,,False
tx_000178,2026-05-04 04:35:15,card_009,16.13,McDonald's,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000607,2026-05-04 04:38:53,card_033,21.86,Chevron,gas,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000453,2026-05-04 04:40:55,card_024,27.68,Shell,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000126,2026-05-04 05:57:01,card_007,26.77,Shell,gas,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000644,2026-05-04 07:36:18,card_034,8.99,Amazon.ca,online_retail,online,CA,CA,dev_a0256e48,70.50.216.172,0,low,,0,,0,,0,,False
tx_000353,2026-05-04 08:25:24,card_019,256.48,AliExpress,online_retail,online,CA,CN,dev_95204a30,142.112.208.235,35,low,Amount is 8.0x this card's median; Merchant country differs from cardholder country,0,,0,,0,,False
tx_000425,2026-05-04 08:31:37,card_022,9.27,Loblaws,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000203,2026-05-04 09:24:00,card_010,4.52,Cafe Olimpico,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000809,2026-05-04 09:33:39,card_043,33.82,eBay,online_retail,online,CA,US,dev_c832252e,142.112.179.153,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000445,2026-05-04 10:31:07,card_024,23.71,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000637,2026-05-04 10:34:56,card_034,7.33,QuickPay Online,online_retail,online,CA,CA,dev_a0256e48,99.225.172.168,0,low,,0,,0,,0,,False
tx_000493,2026-05-04 12:25:41,card_026,22.21,Shell,gas,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000232,2026-05-04 13:20:24,card_012,27.15,Cineplex,entertainment,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000414,2026-05-04 14:21:39,card_022,29.27,IGA,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000403,2026-05-04 14:43:18,card_021,13.99,Netflix,subscription,online,CA,US,dev_f61b4d97,142.112.40.5,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000479,2026-05-04 15:20:56,card_025,19.99,Netflix,subscription,online,CA,US,dev_d9156309,70.50.225.246,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000444,2026-05-04 15:37:38,card_024,23.32,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000180,2026-05-04 15:45:03,card_009,9.56,Tim Hortons,restaurant,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000658,2026-05-04 16:05:56,card_035,19.99,Netflix,subscription,online,CA,US,dev_37f4b88c,70.50.148.144,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000408,2026-05-04 17:57:28,card_021,21.7,Starbucks,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000244,2026-05-04 17:59:57,card_012,31.96,AliExpress,online_retail,online,CA,CN,dev_08e633ee,24.114.30.254,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000884,2026-05-04 18:21:08,card_047,6.52,Shopify Merchant 2,online_retail,online,CA,CA,dev_dcad83da,142.112.118.157,0,low,,0,,0,,0,,False
tx_000137,2026-05-04 19:00:19,card_007,8.81,Loblaws,grocery,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000903,2026-05-04 21:08:19,card_049,100.0,RBC ATM,atm,atm,CA,CA,,,30,low,Amount is 6.3x this card's median; ATM transaction,0,,0,,0,,False
tx_000714,2026-05-04 21:40:13,card_038,20.28,Metro,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000682,2026-05-04 23:53:17,card_037,29.52,Schwartz's,restaurant,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000213,2026-05-04 23:53:57,card_011,21.39,Schwartz's,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000381,2026-05-04 23:58:10,card_020,40.67,Shopify Merchant 2,online_retail,online,US,CA,dev_2877f7d9,73.15.156.53,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000512,2026-05-05 00:18:16,card_027,33.83,Petro-Canada,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000078,2026-05-05 01:40:25,card_004,40.0,Desjardins ATM,atm,atm,CA,CA,,,10,low,ATM transaction,0,,0,,0,,False
tx_000358,2026-05-05 02:09:00,card_019,112.72,Loblaws,grocery,in_person,CA,CA,,,10,low,Amount is 3.5x this card's median,0,,0,,0,,False
tx_000996,2026-05-05 02:15:14,card_032,791.49,QuickPay Online,online_retail,online,CA,CA,dev_732bff0c,98.207.131.10,35,low,Amount is 13.7x this card's median,0,,0,,0,,False
tx_001000,2026-05-05 02:19:23,card_037,399.49,QuickPay Online,online_retail,online,CA,CA,dev_ab552458,98.207.55.146,20,low,Amount is 7.6x this card's median,0,,0,,0,,False
tx_000995,2026-05-05 02:25:59,card_002,735.44,QuickPay Online,online_retail,online,CA,CA,dev_a89efa00,172.58.196.128,35,low,Amount is 36.8x this card's median,0,,0,,0,,False
tx_000997,2026-05-05 02:45:19,card_038,356.29,QuickPay Online,online_retail,online,CA,CA,dev_9a5131ce,98.207.247.39,35,low,Amount is 23.8x this card's median,0,,0,,0,,False
tx_000475,2026-05-05 02:55:58,card_025,20.0,BMO ATM,atm,atm,CA,CA,,,10,low,ATM transaction,0,,0,,0,,False
tx_000368,2026-05-05 03:06:34,card_020,13.99,Spotify,subscription,online,US,SE,dev_2877f7d9,73.15.168.176,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000699,2026-05-05 03:19:21,card_037,111.31,Videotron,utilities,online,GB,CA,dev_9abdb3fd,151.225.172.215,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000999,2026-05-05 03:22:40,card_039,370.5,QuickPay Online,online_retail,online,GB,CA,dev_b4734afd,98.207.23.36,50,medium,Amount is 20.3x this card's median; Merchant country differs from cardholder country,0,,0,,0,,True
tx_000998,2026-05-05 03:27:16,card_046,935.27,QuickPay Online,online_retail,online,CA,CA,dev_89fb9c62,208.54.251.27,35,low,Amount is 27.1x this card's median,0,,0,,0,,False
tx_000677,2026-05-05 04:14:10,card_036,32.19,Chevron,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000613,2026-05-05 04:33:52,card_033,220.46,Chipotle,restaurant,in_person,GB,GB,,,10,low,Amount is 3.5x this card's median,0,,0,,0,,False
tx_000530,2026-05-05 06:05:49,card_028,75.54,Shell,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000434,2026-05-05 06:25:45,card_023,5.73,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000320,2026-05-05 08:06:45,card_017,6.35,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000050,2026-05-05 11:29:11,card_002,18.92,Starbucks,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000447,2026-05-05 11:32:07,card_024,42.47,Chevron,gas,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000273,2026-05-05 13:15:01,card_014,55.68,La Banquise,restaurant,in_person,FR,FR,,,10,low,Amount is 3.0x this card's median,0,,0,,0,,False
tx_000215,2026-05-05 13:58:57,card_011,6.15,Videotron,utilities,online,CA,CA,dev_292af7e9,99.225.145.236,0,low,,0,,0,,0,,False
tx_000835,2026-05-05 14:36:22,card_044,229.88,Tim Hortons,restaurant,in_person,GB,GB,,,10,low,Amount is 4.5x this card's median,0,,0,,0,,False
tx_000133,2026-05-05 15:12:42,card_007,60.0,Desjardins ATM,atm,atm,US,US,,,10,low,ATM transaction,0,,0,,0,,False
tx_000031,2026-05-05 15:34:06,card_001,24.83,QuickPay Online,online_retail,online,CA,CA,dev_8d790a73,99.225.228.48,0,low,,0,,0,,0,,False
tx_000771,2026-05-05 16:22:09,card_041,9.99,Disney+,subscription,online,CA,US,dev_614ef198,24.114.16.12,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000164,2026-05-05 17:42:53,card_008,33.76,Metro,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000840,2026-05-05 18:23:29,card_044,21.77,Etsy,online_retail,online,GB,US,dev_98e65b27,151.225.78.126,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000001,2026-05-05 18:39:29,card_000,115.44,Bell Canada,utilities,online,CA,CA,dev_bc0178b6,24.114.150.203,10,low,Amount is 3.1x this card's median,0,,0,,0,,False
tx_000755,2026-05-05 19:05:28,card_040,5.37,La Banquise,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000382,2026-05-05 20:22:05,card_020,21.34,Petro-Canada,gas,in_person,US,US,,,0,low,,0,,0,,0,,False
tx_000452,2026-05-05 21:33:20,card_024,17.5,Whole Foods,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000616,2026-05-05 22:20:00,card_033,9.99,Spotify,subscription,online,GB,SE,dev_68735e10,86.150.102.237,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000830,2026-05-05 23:34:52,card_044,51.48,La Banquise,restaurant,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000440,2026-05-06 00:21:24,card_023,15.99,Provigo,grocery,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000832,2026-05-06 00:54:04,card_044,18.46,Chipotle,restaurant,in_person,GB,GB,,,0,low,,0,,0,,0,,False
tx_000048,2026-05-06 02:00:14,card_002,38.76,Amazon.com,online_retail,online,MX,US,dev_6200257c,189.144.64.231,15,low,Merchant country differs from cardholder country,0,,0,,0,,False
tx_000415,2026-05-06 02:05:06,card_022,36.93,Joe Beef,restaurant,in_person,CA,CA,,,0,low,,0,,0,,0,,False
tx_000882,2026-05-06 02:56:36,card_047,16.52,Shopify Merchant 1,online_retail,online,CA,CA,dev_dcad83da,99.225.114.61,0,low,,0,,0,,0,,False
tx_000220,2026-05-06 05:58:35,card_011,64.44,Hydro-Quebec,utilities,online,CA,CA,dev_7b8b43cb,24.114.36.254,20,low,Amount is 6.2x this card's median,0,,0,,0,,False
tx_000327,2026-05-06 06:37:29,card_017,82.19,Videotron,utilities,online,CA,CA,dev_d0ff1fad,99.225.32.76,10,low,Amount is 3.8x this card's median,0,,0,,0,,False
tx_000851,2026-05-06 07:13:22,card_045,200.0,Desjardins ATM,atm,atm,FR,FR,,,30,low,Amount is 6.6x this card's median; ATM transaction,0,,0,,0,,False
tx_000638,2026-05-06 08:38:00,card_034,20.99,Videotron,utilities,online,CA,CA,dev_a0256e48,70.50.145.49,0,low,,0,,0,,0,,False
tx_000801,2026-05-06 09:16:33,card_043,12.13,Videotron,utilities,online,CA,CA,dev_c832252e,99.225.12.214,0,low,,0,,0,,0,,False
